ContactId;GenderCode;DoNotEMail;registration_date;sendsms;source;allownotification;balance;credit;debet;discount_summ;quantity;summ;average_cheque;last_transaction_date;churn_bool;has_last_week_transaction;has_last_month_transaction;has_last_halfyear_transaction;churn_prob
1555;NULL;1;22.11.2019 12:31;1;2;1;1320.23;37326.2;38646.43;0;18;22417.18;1245.4;06.05.2021 16:39;0;0;1;1;0
1556;1;1;22.11.2019 12:31;1;2;1;10194.96;92840;103034.96;0;50;74270.42;1485.41;14.06.2021 9:49;0;1;1;1;0
1557;NULL;1;22.11.2019 12:33;1;2;1;8265.14;659843;668108.14;0;144;438135.08;3042.6;12.06.2021 11:02;0;1;1;1;0
1558;NULL;1;22.11.2019 12:36;1;2;1;1143.3;175948;177091.3;0;205;204008.82;995.16;12.06.2021 15:43;0;1;1;1;0
1559;NULL;1;22.11.2019 12:38;1;2;1;1366.61;167850;169216.61;0;44;92914.08;2111.68;08.06.2021 15:25;0;1;1;1;0
1560;NULL;1;22.11.2019 12:39;1;2;1;101.75;12540;12641.75;0;59;24116.3;408.75;02.06.2021 11:29;0;1;1;1;0
1561;NULL;1;22.11.2019 12:41;1;2;1;1314.08;90677;91991.08;0;197;116807.87;592.93;11.06.2021 11:14;0;1;1;1;0
1562;NULL;1;22.11.2019 12:44;1;2;1;3433.42;149260;152693.42;0;19;53770.02;2830;13.05.2021 18:34;0;0;1;1;0
1563;NULL;1;22.11.2019 12:44;1;2;1;149.32;63273;63422.32;0;161;79551.4;494.11;14.06.2021 12:44;0;1;1;1;0
1564;NULL;1;22.11.2019 12:47;1;2;1;588.45;13712.76;14301.21;0;11;9063.91;823.99;13.04.2021 8:42;0;0;0;1;0
1565;NULL;1;22.11.2019 12:57;1;2;1;0;779.8;779.8;0;4;2958.46;739.62;10.12.2020 16:34;0;0;0;0;0
1566;NULL;1;22.11.2019 12:59;1;2;1;115.99;126537;126652.99;0;104;263590.22;2534.52;09.06.2021 15:09;0;1;1;1;0
1567;NULL;1;22.11.2019 13:14;1;2;1;12243.02;758531.81;770774.83;0;96;433043.36;4510.87;29.05.2021 13:38;0;0;1;1;0
1568;NULL;1;22.11.2019 13:14;1;2;1;3309.98;408434;411743.98;0;150;269160.41;1794.4;08.06.2021 11:46;0;1;1;1;0
1569;NULL;1;22.11.2019 13:18;1;2;1;178.7;3803.96;3982.66;0;3;3982.66;1327.55;20.02.2021 19:06;0;0;0;1;0
1570;NULL;1;22.11.2019 13:26;1;2;1;1719.85;153331;155050.85;0;45;94163.38;2092.52;06.05.2021 12:43;0;0;1;1;0
1571;NULL;1;22.11.2019 13:29;1;2;1;2158.92;159694;161852.92;0;178;156126.76;877.12;12.06.2021 13:15;0;1;1;1;0
1572;NULL;1;22.11.2019 13:36;1;2;1;10689.35;196708;207397.35;0;16;90943.98;5684;23.03.2021 13:43;0;0;0;1;0
1573;NULL;1;22.11.2019 13:37;1;2;1;39.9;315.2;355.1;0;2;355.1;177.55;05.02.2021 12:20;0;0;0;1;0
1574;NULL;1;22.11.2019 13:42;1;2;1;8609;369172;377781;0;65;225934.62;3475.92;23.05.2021 10:11;0;0;1;1;0
1575;NULL;1;22.11.2019 13:42;0;2;1;669.81;313994;314663.81;0;65;189060.99;2908.63;07.03.2021 13:48;0;0;0;1;0
1576;NULL;1;22.11.2019 13:42;1;2;1;950.5;890.73;1841.23;0;5;1844.23;368.85;10.06.2021 17:07;0;1;1;1;0
1577;NULL;1;22.11.2019 13:42;1;2;1;4315.55;411925;416240.55;0;91;264454.47;2906.09;12.06.2021 21:11;0;1;1;1;0
1578;NULL;1;22.11.2019 13:42;1;2;1;1445.46;67305;68750.46;0;81;72045.01;889.44;04.06.2021 12:59;0;1;1;1;0
1579;NULL;1;22.11.2019 13:45;1;2;1;98.96;39421.84;39520.8;0;5;21452.19;4290.44;22.12.2020 15:40;0;0;0;0;0
1580;NULL;1;22.11.2019 13:58;1;2;1;874.46;51685;52559.46;0;66;50839.78;770.3;08.06.2021 7:57;0;1;1;1;0
1581;NULL;1;22.11.2019 14:00;1;2;1;1889.18;29821;31710.18;0;59;25279.57;428.47;11.06.2021 13:53;0;1;1;1;0
1582;NULL;1;22.11.2019 14:04;1;2;1;1467.74;81453;82920.74;0;89;52718.45;592.34;10.06.2021 23:09;0;1;1;1;0
1583;NULL;1;22.11.2019 14:06;1;2;1;6552.15;377442;383994.15;0;127;196648.01;1548.41;25.05.2021 19:34;0;0;1;1;0
1584;NULL;1;22.11.2019 14:09;1;2;1;32475.52;197834;230309.52;0;68;138144.21;2031.53;09.05.2021 13:18;0;0;1;1;0
1585;NULL;1;22.11.2019 14:16;1;2;1;964.86;25176;26140.86;0;40;26318.47;657.96;30.04.2021 11:13;0;0;0;1;0
1586;NULL;1;22.11.2019 14:20;1;2;1;1073.77;217533;218606.77;0;76;151140.75;1988.69;06.06.2021 10:02;0;1;1;1;0
1587;NULL;1;22.11.2019 14:23;1;2;1;2027.51;568867;570894.51;0;166;388892.4;2342.73;04.06.2021 12:35;0;1;1;1;0
1588;NULL;1;2019-11-22 14:24:09.083;0;2;1;4769.74;418662;423431.74;0;40;168825.02;4220.63;21.05.2021 18:31;0;0;1;1;0
1589;NULL;1;22.11.2019 14:24;0;2;1;3597.26;3519.97;7117.23;0;2;7117.23;3558.62;10.04.2021 13:13;0;0;0;1;0
1590;NULL;1;22.11.2019 14:29;1;2;1;0;4513.8;4513.8;0;6;11806.16;1967.69;07.06.2021 15:10;0;1;1;1;0
1591;NULL;1;22.11.2019 14:34;1;2;1;2924.82;76333;79257.82;0;102;72213.35;707.97;22.05.2021 13:26;0;0;1;1;0
1592;NULL;1;22.11.2019 14:36;1;2;1;1876.17;83964;85840.17;0;33;63358.05;1919.94;10.06.2021 18:00;0;1;1;1;0
1593;NULL;1;22.11.2019 14:37;1;2;1;6586.28;408784;415370.28;0;162;317384.61;1959.16;11.06.2021 14:32;0;1;1;1;0
1594;NULL;1;2019-11-22 14:47:04.063;1;2;1;139.93;51310;51449.93;0;123;197390.11;1604.8;08.06.2021 11:47;0;1;1;1;0
1595;NULL;1;22.11.2019 14:51;1;2;1;150.13;155180;155330.13;0;42;108674.19;2587.48;08.06.2021 14:17;0;1;1;1;0
1596;NULL;1;22.11.2019 14:55;1;2;1;869.96;298927.89;299797.85;0;70;155675.61;2223.94;11.02.2021 17:20;0;0;0;1;0
1597;NULL;1;22.11.2019 15:02;1;2;1;10219.21;1037928;1048147.21;0;82;330727.5;4033.26;11.06.2021 15:35;0;1;1;1;0
1598;NULL;1;22.11.2019 15:03;1;2;1;3557.82;102603;106160.82;0;349;79956.13;229.1;14.06.2021 17:16;0;1;1;1;0
1599;NULL;1;22.11.2019 15:09;1;2;1;1181.73;426363;427544.73;0;164;404361.92;2465.62;03.06.2021 13:18;0;1;1;1;0
1600;NULL;1;22.11.2019 15:10;1;2;1;10704.79;545639;556343.79;0;182;321077.61;1764.16;06.05.2021 14:23;0;0;1;1;0
1601;2;1;22.11.2019 15:14;1;2;1;114.49;274623;274737.49;0;18;115436.41;6413.13;01.03.2021 15:15;0;0;0;1;0
1602;NULL;1;22.11.2019 15:19;1;2;1;63.62;88711.26;88774.88;0;221;118998.47;538.45;14.06.2021 15:59;0;1;1;1;0
1603;1;1;22.11.2019 15:24;1;2;1;0;26989.73;26989.73;0;9;5159.94;573.33;05.09.2020 17:00;0;0;0;0;0
1604;NULL;1;22.11.2019 15:25;1;2;1;2017.52;28342;30359.52;0;91;27456.87;301.72;07.06.2021 14:19;0;1;1;1;0
1605;NULL;1;22.11.2019 15:38;1;2;1;24805.02;1891731;1916536.02;0;83;907784.21;10937.16;12.06.2021 10:53;0;1;1;1;0
1606;NULL;1;22.11.2019 15:40;1;2;1;1480.49;50544;52024.49;0;85;47792.22;562.26;04.06.2021 11:47;0;1;1;1;0
1607;NULL;1;22.11.2019 15:45;1;2;1;2537.52;255827;258364.52;0;105;193145.96;1839.49;08.06.2021 20:09;0;1;1;1;0
1608;NULL;1;22.11.2019 15:50;1;2;1;794.36;22969.66;23764.02;0;21;15927.24;758.44;23.05.2021 13:02;0;0;1;1;0
1609;NULL;1;22.11.2019 15:56;1;2;1;6299.55;77073;83372.55;0;104;95207.91;915.46;12.06.2021 12:58;0;1;1;1;0
1610;NULL;1;22.11.2019 15:59;0;2;1;0;569142.36;569142.36;0;32;212351.23;6635.98;24.07.2020 20:04;0;0;0;0;0
1611;NULL;1;22.11.2019 16:04;1;2;1;9844.35;126424.79;136269.14;0;22;69937.71;3178.99;24.03.2021 17:04;0;0;0;1;0
1612;NULL;1;22.11.2019 16:17;1;2;1;3766.22;162262;166028.22;0;48;126362.16;2632.55;16.04.2021 14:20;0;0;0;1;0
1613;NULL;1;2019-11-22 16:20:09.020;1;2;1;948.9;40890;41838.9;0;59;42269.09;716.43;05.06.2021 14:20;0;1;1;1;0
1614;NULL;1;22.11.2019 16:22;1;2;1;33752.28;204635;238387.28;0;68;162475.16;2389.34;10.06.2021 13:18;0;1;1;1;0
1615;NULL;1;22.11.2019 16:23;1;2;1;106.19;100653;100759.19;0;71;155553.84;2190.9;31.05.2021 15:19;0;0;1;1;0
1616;NULL;1;22.11.2019 16:37;1;2;1;1003.87;10411;11414.87;0;11;11469.73;1042.7;29.05.2021 18:45;0;0;1;1;0
1617;NULL;1;22.11.2019 16:38;1;2;1;7771.09;710982;718753.09;0;289;429808.79;1487.23;14.06.2021 13:57;0;1;1;1;0
1618;2;1;2019-11-22 16:50:13.000;1;2;1;1473.14;36447;37920.14;0;21;26951.2;1283.39;09.06.2021 18:49;0;1;1;1;0
1619;NULL;1;22.11.2019 17:00;1;2;1;9342.77;329552;338894.77;0;101;248883.39;2464.19;11.06.2021 18:14;0;1;1;1;0
1620;NULL;1;22.11.2019 17:05;1;2;1;0;95767.93;95767.93;0;5;56156.1;11231.22;14.09.2020 12:08;0;0;0;0;0
1621;NULL;1;22.11.2019 17:09;1;2;1;748.25;7549.28;8297.53;0;5;8676.19;1735.24;27.02.2021 16:01;0;0;0;1;0
1622;NULL;1;22.11.2019 17:10;1;2;1;2751.27;118515;121266.27;0;91;80939.64;889.45;13.06.2021 14:41;0;1;1;1;0
1623;NULL;1;22.11.2019 17:26;1;2;1;3344.9;21739.02;25083.92;0;10;23200.52;2320.05;20.05.2021 22:56;0;0;1;1;0
1624;NULL;1;22.11.2019 17:30;1;2;1;4277.35;9245;13522.35;0;10;25694.96;2569.5;24.04.2021 16:23;0;0;0;1;0
1625;NULL;1;22.11.2019 17:30;1;2;1;1670.28;180386;182056.28;0;58;116578.93;2009.98;01.06.2021 17:07;0;1;1;1;0
1626;NULL;1;22.11.2019 17:33;1;2;1;3243.2;346637;349880.2;0;175;257952.03;1474.01;14.06.2021 14:13;0;1;1;1;0
1627;NULL;1;22.11.2019 17:44;1;2;1;0;16600.5;16600.5;0;8;20356.93;2544.62;12.11.2020 19:00;0;0;0;0;0
1628;NULL;1;2019-11-22 17:48:03.063;1;2;1;259.59;123082;123341.59;0;116;76248.38;657.31;12.06.2021 18:57;0;1;1;1;0
1629;NULL;1;2019-11-22 17:49:32.040;1;2;1;1033.9;415466;416499.9;0;297;242237.55;815.61;28.05.2021 22:22;0;0;1;1;0
1630;NULL;1;22.11.2019 17:52;1;2;1;170.01;636677;636847.01;0;141;432294.2;3065.92;14.06.2021 11:56;0;1;1;1;0
1631;NULL;1;22.11.2019 17:57;1;2;1;3800.69;452887;456687.69;0;228;334421.25;1466.76;14.06.2021 18:43;0;1;1;1;0
1632;NULL;1;2019-11-22 17:58:42.003;1;2;1;2756.25;15757;18513.25;0;10;18616.67;1861.67;03.03.2021 17:06;0;0;0;1;0
1633;NULL;1;22.11.2019 18:02;1;2;1;0;18177.06;18177.06;0;16;13632.76;852.05;09.09.2020 19:55;0;0;0;0;0
1634;NULL;1;22.11.2019 18:06;1;2;1;1642.2;2774.9;4417.1;0;5;3022.89;604.58;18.12.2020 9:59;0;0;0;0;0
1635;NULL;1;22.11.2019 18:14;1;2;1;6517.19;220759;227276.19;0;202;137713.15;681.75;05.06.2021 13:41;0;1;1;1;0
1636;NULL;1;22.11.2019 18:16;1;2;1;2553.3;171856;174409.3;0;90;146788.09;1630.98;09.04.2021 21:55;0;0;0;1;0
1637;2;1;22.11.2019 18:18;1;2;1;25095.97;830798;855893.97;0;53;341194.73;6437.64;11.06.2021 18:54;0;1;1;1;0
1638;1;1;22.11.2019 18:22;0;2;1;21574.87;544826;566400.87;0;16;226291.17;14143.2;01.05.2021 19:38;0;0;1;1;0
1639;NULL;1;22.11.2019 18:34;1;2;1;13672.63;229122;242794.63;0;38;114793.31;3020.88;12.05.2021 12:45;0;0;1;1;0
1640;NULL;1;22.11.2019 18:34;1;2;1;1140.91;60298;61438.91;0;39;25516.69;654.27;11.06.2021 19:41;0;1;1;1;0
1641;NULL;1;22.11.2019 18:35;1;2;1;3672.78;327999;331671.78;0;162;188190.71;1161.67;12.06.2021 15:00;0;1;1;1;0
1642;NULL;1;22.11.2019 18:38;1;2;1;7472.51;212000;219472.51;0;67;107177.74;1599.67;14.06.2021 11:15;0;1;1;1;0
1643;NULL;1;22.11.2019 18:38;1;2;1;177.47;125835;126012.47;0;223;129703.72;581.63;14.06.2021 10:04;0;1;1;1;0
1644;1;1;2019-11-22 18:40:55.083;0;2;1;0;44015;44015;0;55;41174.44;748.63;15.10.2020 13:05;0;0;0;0;0
1645;NULL;1;22.11.2019 18:41;1;2;1;10955.03;339002;349957.03;0;203;270168.16;1330.88;11.06.2021 20:59;0;1;1;1;0
1646;NULL;1;22.11.2019 18:41;1;2;1;3882.35;257679;261561.35;0;88;126130.73;1433.3;08.06.2021 19:24;0;1;1;1;0
1647;NULL;1;2019-11-22 18:42:32.007;1;2;1;1072.33;178767;179839.33;0;80;108840.88;1360.51;10.06.2021 17:24;0;1;1;1;0
1648;NULL;1;2019-11-22 18:44:49.093;1;2;1;22507.33;169461;191968.33;0;87;127760.66;1468.51;03.06.2021 17:21;0;1;1;1;0
1649;NULL;1;22.11.2019 18:49;1;2;1;1718.88;142169;143887.88;0;41;102724.06;2505.46;11.06.2021 19:46;0;1;1;1;0
1650;NULL;1;22.11.2019 18:54;1;2;1;3021.5;637031;640052.5;0;458;447656.37;977.42;14.06.2021 18:47;0;1;1;1;0
1651;NULL;1;22.11.2019 18:57;1;2;1;624.84;6205;6829.84;0;12;3366.22;280.52;01.05.2021 14:39;0;0;1;1;0
1652;NULL;1;22.11.2019 19:03;1;2;1;3556.99;41865;45421.99;0;10;33583.57;3358.36;25.04.2021 13:38;0;0;0;1;0
1653;NULL;1;22.11.2019 19:09;1;2;1;2356.17;173877;176233.17;0;42;70468.93;1677.83;06.05.2021 16:16;0;0;1;1;0
1654;NULL;1;22.11.2019 19:13;1;2;1;22343.64;39329.41;61673.05;0;10;17464.93;1746.49;22.02.2021 17:40;0;0;0;1;0
1655;2;1;22.11.2019 19:14;0;2;1;414;131193.04;131607.04;0;7;39061.83;5580.26;11.04.2021 20:16;0;0;0;1;0
1656;NULL;1;22.11.2019 19:23;1;2;1;1549.79;91456;93005.79;0;17;52697.19;3099.83;25.05.2021 20:37;0;0;1;1;0
1657;2;1;22.11.2019 19:24;1;2;1;7957.4;323928;331885.4;0;101;170457.59;1687.7;10.06.2021 10:57;0;1;1;1;0
1658;NULL;1;2019-11-22 19:28:01.070;1;2;1;5021.2;42952.06;47973.26;0;14;18196.48;1299.75;15.05.2021 8:57;0;0;1;1;0
1659;NULL;1;22.11.2019 19:34;1;2;1;4168.71;38484.98;42653.69;0;7;20399.66;2914.24;05.03.2021 18:48;0;0;0;1;0
1660;NULL;1;22.11.2019 19:34;1;2;1;1088.78;489990;491078.78;0;87;244827.18;2814.11;01.06.2021 17:58;0;1;1;1;0
1661;NULL;1;22.11.2019 19:39;1;2;1;2028.05;244397;246425.05;0;106;230818.72;2177.54;05.06.2021 11:42;0;1;1;1;0
1662;NULL;1;22.11.2019 19:40;1;2;1;7054.35;104127;111181.35;0;104;69200.11;665.39;05.06.2021 11:19;0;1;1;1;0
1663;NULL;1;22.11.2019 19:49;1;2;1;12962.95;202562;215524.95;0;35;102406.59;2925.9;03.05.2021 15:32;0;0;1;1;0
1664;NULL;1;2019-11-22 19:52:03.067;1;2;1;2246.55;0;2246.55;0;7;2626.35;375.19;15.05.2021 14:57;0;0;1;1;0
1665;NULL;1;22.11.2019 20:02;1;2;1;0;2017.11;2017.11;0;21;2215.14;105.48;20.06.2020 13:44;0;0;0;0;0
1666;NULL;1;22.11.2019 20:04;1;2;1;15545.19;932522;948067.19;0;61;449176.17;7363.54;10.06.2021 14:54;0;1;1;1;0
1667;NULL;1;22.11.2019 20:28;1;2;1;2854.62;45022;47876.62;0;8;15660.44;1957.56;26.04.2021 16:56;0;0;0;1;0
1668;NULL;1;22.11.2019 20:36;1;2;1;0;164137.33;164137.33;0;9;76525.95;8502.88;12.05.2021 11:53;0;0;1;1;0
1669;NULL;1;22.11.2019 20:49;1;2;1;7717.12;225526;233243.12;0;57;146773.92;2574.98;19.04.2021 22:14;0;0;0;1;0
1670;NULL;1;22.11.2019 20:55;1;2;1;4372.18;25505;29877.18;0;71;24703.49;347.94;20.03.2021 18:08;0;0;0;1;0
1671;1;1;22.11.2019 21:08;1;2;1;4442.74;143731;148173.74;0;14;72442.7;5174.48;19.03.2021 22:33;0;0;0;1;0
1672;NULL;1;22.11.2019 21:19;1;2;1;2416.06;65926;68342.06;0;66;32642.75;494.59;14.06.2021 12:54;0;1;1;1;0
1673;NULL;1;22.11.2019 21:28;1;2;1;718.23;131014;131732.23;0;59;66536.66;1127.74;14.06.2021 10:24;0;1;1;1;0
1674;NULL;1;22.11.2019 21:32;1;2;1;11726.82;309570;321296.82;0;39;125249.4;3211.52;22.05.2021 13:29;0;0;1;1;0
1675;NULL;1;22.11.2019 21:33;1;2;1;0;129196.97;129196.97;0;15;50810.73;3387.38;06.07.2020 21:37;0;0;0;0;0
1676;NULL;1;22.11.2019 21:35;1;2;1;25730.88;688124;713854.88;0;36;304220.1;8450.56;22.05.2021 13:39;0;0;1;1;0
1677;NULL;1;22.11.2019 21:36;1;2;1;1254.28;50081;51335.28;0;33;46603.56;1412.23;28.05.2021 19:19;0;0;1;1;0
1678;NULL;1;22.11.2019 21:53;1;2;1;377.57;325874;326251.57;0;455;190058.35;417.71;14.06.2021 17:26;0;1;1;1;0
1679;2;1;22.11.2019 22:03;0;2;1;6483.13;27704;34187.13;0;13;29751.26;2288.56;22.04.2021 11:18;0;0;0;1;0
1680;NULL;1;22.11.2019 22:13;1;2;1;146.47;136437;136583.47;0;35;136650.36;3904.3;06.05.2021 12:37;0;0;1;1;0
1681;NULL;1;22.11.2019 22:15;1;2;1;3579.85;168387;171966.85;0;95;121618.82;1280.2;08.06.2021 21:38;0;1;1;1;0
1682;NULL;1;2019-11-22 22:28:29.010;1;2;1;14505.72;16450;30955.72;0;10;26077.93;2607.79;01.05.2021 11:41;0;0;1;1;0
1683;NULL;1;22.11.2019 22:35;1;2;1;38606.72;375275;413881.72;0;58;192470.97;3318.47;15.05.2021 13:10;0;0;1;1;0
1684;NULL;1;22.11.2019 22:40;1;2;1;31058.97;292931;323989.97;0;57;192150.24;3371.06;03.06.2021 17:23;0;1;1;1;0
1685;NULL;1;22.11.2019 22:41;1;2;1;21291.88;63627.08;84918.96;0;7;50495.68;7213.67;05.06.2021 14:55;0;1;1;1;0
1686;2;1;22.11.2019 22:43;0;2;1;22497.93;145505;168002.93;0;15;89628.78;5975.25;04.05.2021 11:06;0;0;1;1;0
1687;NULL;1;22.11.2019 22:44;1;2;1;25044.1;556121;581165.1;0;26;363461.37;13979.28;12.04.2021 16:07;0;0;0;1;0
1688;NULL;1;22.11.2019 22:49;1;2;1;3467.57;1162107;1165574.57;0;101;593022.93;5871.51;12.06.2021 22:12;0;1;1;1;0
1689;NULL;1;22.11.2019 23:33;1;2;1;11178.93;43116;54294.93;0;87;45445.66;522.36;03.05.2021 12:34;0;0;1;1;0
1690;NULL;1;23.11.2019 7:04;1;2;1;443.23;22944;23387.23;0;60;12449.47;207.49;12.02.2021 16:01;0;0;0;1;0
1691;NULL;1;23.11.2019 7:07;1;2;1;1737.31;228325;230062.31;0;69;155872.79;2259.03;13.06.2021 16:36;0;1;1;1;0
1692;1;1;23.11.2019 8:16;1;2;1;2769.3;1032774;1035543.3;0;111;549312.21;4948.76;11.06.2021 14:08;0;1;1;1;0
1693;NULL;1;23.11.2019 8:16;1;2;1;302.18;164230;164532.18;0;160;147474.77;921.72;11.05.2021 17:17;0;0;1;1;0
1694;NULL;1;23.11.2019 8:39;0;2;1;1564.03;193645;195209.03;0;180;129568.74;719.83;14.06.2021 14:48;0;1;1;1;0
1695;NULL;1;23.11.2019 8:53;1;2;1;7228.11;113272;120500.11;0;51;75587.72;1482.11;15.05.2021 8:22;0;0;1;1;0
1696;2;1;23.11.2019 9:06;1;2;1;141.97;525152;525293.97;0;244;330101.94;1352.88;07.06.2021 17:01;0;1;1;1;0
1697;NULL;1;23.11.2019 9:11;1;2;1;1578.79;151511;153089.79;0;210;108422.02;516.3;11.06.2021 16:33;0;1;1;1;0
1698;1;1;23.11.2019 9:11;1;2;1;2019.76;388543;390562.76;0;125;240109.21;1920.87;02.06.2021 22:54;0;1;1;1;0
1699;NULL;1;23.11.2019 9:13;1;2;1;553.21;44862;45415.21;0;112;34026.12;303.8;13.06.2021 18:59;0;1;1;1;0
1700;NULL;1;23.11.2019 9:51;1;2;1;0;74998.8;74998.8;0;15;36590.89;2439.39;01.11.2020 13:57;0;0;0;0;0
1701;NULL;1;23.11.2019 9:51;1;2;1;6144.4;308496;314640.4;0;89;209969.6;2359.21;11.06.2021 14:36;0;1;1;1;0
1702;NULL;1;2019-11-23 09:52:33.037;0;2;1;2390.18;203117;205507.18;0;96;127546.59;1328.61;29.04.2021 8:27;0;0;0;1;0
1703;NULL;1;23.11.2019 10:09;1;2;1;4299.81;145845;150144.81;0;28;61091.55;2181.84;08.05.2021 9:03;0;0;1;1;0
1704;NULL;1;23.11.2019 10:10;1;2;1;2060.93;542682;544742.93;0;116;357327.53;3080.41;11.06.2021 17:54;0;1;1;1;0
1705;1;1;23.11.2019 10:20;1;2;1;0;266495.61;266495.61;0;102;198365.65;1944.76;04.11.2020 15:59;0;0;0;0;0
1706;1;1;23.11.2019 10:25;0;2;1;18850.94;207746;226596.94;0;22;107901.57;4904.62;27.05.2021 20:21;0;0;1;1;0
1707;NULL;1;23.11.2019 10:37;1;2;1;4018.76;121921;125939.76;0;46;84015.12;1826.42;11.05.2021 18:36;0;0;1;1;0
1708;NULL;1;23.11.2019 10:41;1;2;1;1884.98;182198;184082.98;0;30;62530.01;2084.33;11.06.2021 11:12;0;1;1;1;0
1709;NULL;1;23.11.2019 10:42;1;2;1;4364.24;480605;484969.24;0;55;258157.21;4693.77;12.06.2021 12:01;0;1;1;1;0
1710;NULL;1;23.11.2019 10:46;1;2;1;23399.91;484499;507898.91;0;23;206414.4;8974.54;23.04.2021 14:07;0;0;0;1;0
1711;NULL;1;23.11.2019 10:51;1;2;1;1003.92;138714;139717.92;0;80;101466.46;1268.33;28.05.2021 18:12;0;0;1;1;0
1712;NULL;1;2019-11-23 10:52:28.040;1;2;1;14906.1;450763.93;465670.03;0;20;150657.7;7532.89;30.01.2021 8:45;0;0;0;1;0
1713;NULL;1;23.11.2019 10:57;1;2;1;0;95702.37;95702.37;0;25;61619.67;2464.79;20.09.2020 20:16;0;0;0;0;0
1714;NULL;1;23.11.2019 11:00;1;2;1;5467.3;667485;672952.3;0;84;415999.75;4952.38;13.06.2021 10:51;0;1;1;1;0
1715;NULL;1;23.11.2019 11:02;1;2;1;984.31;70447;71431.31;0;20;42143.18;2107.16;08.05.2021 21:07;0;0;1;1;0
1716;NULL;1;23.11.2019 11:08;1;2;1;114.15;52155.01;52269.16;0;13;34978.85;2690.68;14.06.2021 14:50;0;1;1;1;0
1717;NULL;1;23.11.2019 11:09;1;2;1;3020.25;768140;771160.25;0;56;302807.96;5407.29;06.06.2021 8:14;0;1;1;1;0
1718;1;1;23.11.2019 11:15;1;2;1;0;6256.08;6256.08;0;8;6256.08;782.01;04.10.2020 15:39;0;0;0;0;0
1719;NULL;1;23.11.2019 11:16;1;2;1;3429.44;43902;47331.44;0;39;33552.55;860.32;02.05.2021 8:56;0;0;1;1;0
1720;NULL;1;23.11.2019 11:17;1;2;1;4093.82;166870;170963.82;0;128;142410.03;1112.58;12.06.2021 14:46;0;1;1;1;0
1721;NULL;1;23.11.2019 11:19;1;2;1;7452.87;133675;141127.87;0;49;103301.13;2108.19;10.04.2021 9:26;0;0;0;1;0
1722;NULL;1;23.11.2019 11:19;1;2;1;762.11;106305.23;107067.34;0;12;27728.06;2310.67;09.04.2021 12:26;0;0;0;1;0
1723;NULL;1;23.11.2019 11:26;1;2;1;0;23845.94;23845.94;0;6;9722.7;1620.45;10.10.2020 9:35;0;0;0;0;0
1724;NULL;1;23.11.2019 11:29;1;2;1;947.85;28985;29932.85;0;44;30841.54;700.94;21.05.2021 13:57;0;0;1;1;0
1725;2;1;23.11.2019 11:37;1;2;1;798.69;1408.59;2207.28;0;2;2207.28;1103.64;26.04.2021 9:42;0;0;0;1;0
1726;NULL;1;23.11.2019 11:39;0;2;1;3282.07;235533;238815.07;0;50;133416.01;2668.32;09.06.2021 15:51;0;1;1;1;0
1727;NULL;1;23.11.2019 11:40;1;2;1;3521.03;181978.45;185499.48;0;30;70520.49;2350.68;14.06.2021 18:21;0;1;1;1;0
1728;NULL;1;23.11.2019 11:40;1;2;1;67559.99;410383;477942.99;0;82;256570.57;3128.91;10.06.2021 17:24;0;1;1;1;0
1729;NULL;1;23.11.2019 11:41;1;2;1;19357.42;115358;134715.42;0;42;82706.27;1969.2;12.06.2021 11:12;0;1;1;1;0
1730;NULL;1;2019-11-23 11:44:18.073;1;2;1;184.94;120187;120371.94;0;123;100184.06;814.5;04.05.2021 10:08;0;0;1;1;0
1731;NULL;1;23.11.2019 11:45;1;2;1;1059.11;101141;102200.11;0;89;76548.93;860.1;08.06.2021 16:25;0;1;1;1;0
1732;NULL;1;23.11.2019 11:46;1;2;1;1914.26;459271;461185.26;0;249;319851.06;1284.54;13.06.2021 13:39;0;1;1;1;0
1733;NULL;1;23.11.2019 11:51;1;2;1;7851.04;206501;214352.04;0;308;145218.25;471.49;11.06.2021 20:26;0;1;1;1;0
1734;1;1;23.11.2019 11:52;1;2;1;0;3852.09;3852.09;0;3;1427.49;475.83;01.10.2020 20:01;0;0;0;0;0
1735;NULL;1;23.11.2019 11:52;1;2;1;2758.01;57910;60668.01;0;24;41790.46;1741.27;14.06.2021 13:43;0;1;1;1;0
1736;NULL;1;23.11.2019 11:52;1;2;1;1370.81;50853;52223.81;0;28;37929.63;1354.63;04.06.2021 13:17;0;1;1;1;0
1737;NULL;1;23.11.2019 12:00;1;2;1;9684.27;204052;213736.27;0;63;121140.01;1922.86;09.06.2021 11:09;0;1;1;1;0
1738;NULL;1;23.11.2019 12:01;1;2;1;100.74;95024;95124.74;0;55;63361.05;1152.02;25.05.2021 10:38;0;0;1;1;0
1739;NULL;1;23.11.2019 12:05;1;2;1;776.23;48765;49541.23;0;81;28125.13;347.22;08.05.2021 15:52;0;0;1;1;0
1740;NULL;1;23.11.2019 12:06;1;2;1;13817.78;603592;617409.78;0;77;354454.05;4603.3;30.05.2021 18:22;0;0;1;1;0
1741;NULL;1;23.11.2019 12:07;1;2;1;4089.08;274953;279042.08;0;63;210638.76;3343.47;12.06.2021 14:59;0;1;1;1;0
1742;2;1;23.11.2019 12:07;1;2;1;13300;0;13300;0;1;1900;1900;26.12.2020 16:49;0;0;0;0;0
