ContactId;GenderCode;DoNotEMail;registration_date;sendsms;source;allownotification;balance;credit;debet;discount_summ;quantity;summ;average_cheque;last_transaction_date;churn_bool;has_last_week_transaction;has_last_month_transaction;has_last_halfyear_transaction;churn_prob
2674;NULL;1;27.11.2019 18:14;1;2;1;142,39;63 230,00;63 372,39;0;41;154 506,58;3 768,45;07.06.2021 13:43;0;1;1;1;0
2675;NULL;1;27.11.2019 18:16;1;2;1;984,91;203 479,62;204 464,53;0;65;236 618,15;3 640,28;20.05.2021 16:04;0;0;1;1;0
2676;NULL;1;27.11.2019 18:24;1;2;1;2 386,82;98 500,00;100 886,82;0;59;91 007,88;1 542,51;30.05.2021 15:44;0;0;1;1;0
2677;NULL;1;27.11.2019 18:24;1;2;1;2 762,76;37 746,00;40 508,76;0;29;52 508,48;1 810,64;12.06.2021 16:14;0;1;1;1;0
2678;NULL;1;2019-11-27 18:25:57.057;1;2;1;9 594,85;236 820,00;246 414,85;0;108;162 961,98;1 508,91;12.06.2021 11:35;0;1;1;1;0
2679;NULL;1;2019-11-27 18:49:42.053;1;2;1;24 663,97;918 719,00;943 382,97;0;29;365 666,77;12 609,20;17.04.2021 8:30;0;0;0;1;0
2680;NULL;1;27.11.2019 18:50;1;2;1;296,35;69 158,00;69 454,35;0;295;45 601,31;154,58;03.02.2021 22:10;0;0;0;1;0
2681;NULL;1;2019-11-27 18:54:48.023;1;2;1;1 877,87;236 693,00;238 570,87;0;100;130 952,51;1 309,53;10.06.2021 17:49;0;1;1;1;0
2682;NULL;1;27.11.2019 19:05;1;2;1;4 035,66;164 086,00;168 121,66;0;95;112 524,04;1 184,46;13.06.2021 10:30;0;1;1;1;0
2683;NULL;1;27.11.2019 19:13;1;2;1;12 272,39;160 580,00;172 852,39;0;13;76 338,61;5 872,20;18.04.2021 9:56;0;0;0;1;0
2684;NULL;1;27.11.2019 19:18;1;2;1;2 794,53;74 437,00;77 231,53;0;75;43 863,58;584,85;25.05.2021 15:53;0;0;1;1;0
2685;NULL;1;27.11.2019 19:21;1;2;1;0;40 945,16;40 945,16;0;5;25 964,10;5 192,82;23.09.2020 19:58;0;0;0;0;0
2686;NULL;1;27.11.2019 19:24;1;2;1;2 428,28;69 156,00;71 584,28;0;20;44 985,29;2 249,26;01.06.2021 11:17;0;1;1;1;0
2687;NULL;1;27.11.2019 19:28;1;2;1;12 052,35;241 551,08;253 603,43;0;16;100 109,44;6 256,84;06.02.2021 18:12;0;0;0;1;0
2688;NULL;1;27.11.2019 19:31;1;2;1;13 245,91;289 456,00;302 701,91;0;55;188 537,81;3 427,96;13.06.2021 18:19;0;1;1;1;0
2689;NULL;1;27.11.2019 19:33;1;2;1;72 493,91;546 732,00;619 225,91;0;67;320 742,04;4 787,19;12.06.2021 14:35;0;1;1;1;0
2690;NULL;1;27.11.2019 19:34;1;2;1;2 998,24;133 350,00;136 348,24;0;101;86 458,43;856,02;12.06.2021 17:39;0;1;1;1;0
2691;NULL;1;2019-11-27 19:34:32.063;1;2;1;4 762,84;153 294,00;158 056,84;0;17;84 644,19;4 979,07;10.05.2021 16:51;0;0;1;1;0
2692;NULL;1;27.11.2019 19:35;1;2;1;10 308,61;307 489,00;317 797,61;0;155;210 166,77;1 355,91;08.06.2021 20:11;0;1;1;1;0
2693;NULL;1;27.11.2019 19:53;1;2;1;10 512,74;412 253,00;422 765,74;0;123;358 778,61;2 916,90;06.06.2021 8:00;0;1;1;1;0
2694;NULL;1;27.11.2019 20:03;1;2;1;2 850,47;26 502,75;29 353,22;0;19;15 791,27;831,12;12.04.2021 16:00;0;0;0;1;0
2695;NULL;1;27.11.2019 20:06;1;2;1;92,19;449 271,00;449 363,19;0;80;271 988,33;3 399,85;01.06.2021 14:01;0;1;1;1;0
2696;1;1;27.11.2019 20:10;1;2;1;8 711,27;776 590,00;785 301,27;0;209;382 580,02;1 830,53;14.06.2021 12:27;0;1;1;1;0
2697;NULL;1;27.11.2019 20:12;1;2;1;1 299,38;118 430,24;119 729,62;0;20;43 185,79;2 159,29;14.05.2021 13:55;0;0;1;1;0
2698;NULL;1;27.11.2019 20:12;1;2;1;7 982,50;116 193,00;124 175,50;0;66;87 852,48;1 331,10;17.05.2021 21:01;0;0;1;1;0
2699;NULL;1;27.11.2019 20:17;1;2;1;56 625,37;128 304,00;184 929,37;0;64;130 728,17;2 042,63;20.12.2020 19:32;0;0;0;0;0
2700;1;1;27.11.2019 20:20;0;2;1;2 251,16;88 169,00;90 420,16;0;30;46 360,95;1 545,37;07.04.2021 20:45;0;0;0;1;0
2701;NULL;1;27.11.2019 20:21;1;2;1;17 983,00;79 611,24;97 594,24;0;10;50 671,72;5 067,17;14.12.2020 9:30;0;0;0;0;0
2702;NULL;1;27.11.2019 20:26;1;2;1;1 703,06;70 745,00;72 448,06;0;32;47 250,41;1 476,58;18.05.2021 19:47;0;0;1;1;0
2703;NULL;1;27.11.2019 20:27;1;2;1;4 995,10;427 851,00;432 846,10;0;69;193 089,24;2 798,39;25.05.2021 20:24;0;0;1;1;0
2704;NULL;1;27.11.2019 20:30;1;2;1;4 812,55;667 650,00;672 462,55;0;130;336 553,28;2 588,87;26.05.2021 13:56;0;0;1;1;0
2705;NULL;1;27.11.2019 20:37;1;2;1;3 869,39;563 031,00;566 900,39;0;218;372 198,74;1 707,33;14.06.2021 21:57;0;1;1;1;0
2706;NULL;1;27.11.2019 20:42;1;2;1;13 700,99;189 856,00;203 556,99;0;18;103 163,61;5 731,31;18.04.2021 14:37;0;0;0;1;0
2707;NULL;1;2019-11-27 20:45:03.090;1;2;1;28 357,14;621 070,00;649 427,14;0;185;356 052,33;1 924,61;10.06.2021 22:45;0;1;1;1;0
2708;NULL;1;27.11.2019 20:46;1;2;1;893,4;196 291,00;197 184,40;0;11;75 396,58;6 854,23;08.04.2021 15:42;0;0;0;1;0
2709;NULL;1;27.11.2019 20:53;1;2;1;536,5;10 260,50;10 797,00;0;8;10 858,49;1 357,31;04.04.2021 18:03;0;0;0;1;0
2710;NULL;1;27.11.2019 21:06;1;2;1;6 453,91;397 842,00;404 295,91;0;99;220 887,52;2 231,19;16.05.2021 17:29;0;0;1;1;0
2711;NULL;1;27.11.2019 21:48;1;2;1;11 053,74;153 804,00;164 857,74;0;27;77 544,93;2 872,03;25.04.2021 15:37;0;0;0;1;0
2712;NULL;1;27.11.2019 21:50;1;2;1;0;161 803,96;161 803,96;0;127;120 585,46;949,49;21.08.2020 18:35;0;0;0;0;0
2713;NULL;1;27.11.2019 21:56;1;2;1;4 585,67;278 347,00;282 932,67;0;20;122 461,47;6 123,07;10.04.2021 10:34;0;0;0;1;0
2714;NULL;1;2019-11-27 22:11:54.030;1;2;1;1 804,71;252 532,00;254 336,71;0;94;177 092,90;1 883,97;14.06.2021 20:28;0;1;1;1;0
2715;NULL;1;27.11.2019 22:12;1;2;1;101,84;224 637,00;224 738,84;0;197;272 098,20;1 381,21;09.06.2021 12:06;0;1;1;1;0
2716;NULL;1;27.11.2019 22:35;1;2;1;0;33 721,23;33 721,23;0;18;11 741,61;652,31;26.10.2020 8:07;0;0;0;0;0
2717;NULL;1;27.11.2019 22:54;0;2;1;8 862,75;192 096,00;200 958,75;0;18;75 179,97;4 176,67;26.04.2021 14:04;0;0;0;1;0
2718;NULL;1;27.11.2019 23:29;1;2;1;3 362,48;453 002,00;456 364,48;0;62;271 355,61;4 376,70;12.06.2021 12:10;0;1;1;1;0
2719;NULL;1;28.11.2019 0:02;1;2;1;789,37;41 994,69;42 784,06;0;41;28 947,88;706,05;08.02.2021 18:37;0;0;0;1;0
2720;1;1;28.11.2019 0:05;0;2;1;1 006,90;173 628,00;174 634,90;0;67;98 148,37;1 464,90;09.06.2021 7:44;0;1;1;1;0
2721;NULL;1;28.11.2019 0:06;1;2;1;428,19;118 417,00;118 845,19;0;139;70 020,02;503,74;13.06.2021 15:50;0;1;1;1;0
2722;NULL;1;28.11.2019 0:14;1;2;1;47 320,95;10 190,66;57 511,61;0;2;11 236,51;5 618,26;30.12.2020 19:20;0;0;0;0;0
2723;NULL;1;28.11.2019 1:58;1;2;1;1 341,51;92 520,00;93 861,51;0;31;52 297,98;1 687,03;16.05.2021 8:40;0;0;1;1;0
2724;NULL;1;28.11.2019 7:14;1;2;1;112,14;113 020,00;113 132,14;0;150;187 472,41;1 249,82;14.06.2021 11:22;0;1;1;1;0
2725;NULL;1;28.11.2019 7:25;1;2;1;10 367,41;119 964,00;130 331,41;0;13;46 301,85;3 561,68;27.03.2021 12:31;0;0;0;1;0
2726;NULL;1;28.11.2019 7:47;1;2;1;661,63;21 711,00;22 372,63;0;93;33 003,32;354,87;10.06.2021 8:03;0;1;1;1;0
2727;NULL;1;28.11.2019 8:54;1;2;1;160,56;109 821,00;109 981,56;0;70;111 774,89;1 596,78;02.06.2021 13:00;0;1;1;1;0
2728;NULL;1;28.11.2019 9:05;1;2;1;2 091,81;194 031,53;196 123,34;0;20;88 523,61;4 426,18;02.05.2021 8:11;0;0;1;1;0
2729;NULL;1;28.11.2019 9:12;1;2;1;6 716,29;273 467,00;280 183,29;0;91;199 550,47;2 192,86;13.06.2021 11:14;0;1;1;1;0
2730;NULL;1;28.11.2019 9:12;1;2;1;958,96;110 616,00;111 574,96;0;56;88 100,07;1 573,22;06.05.2021 20:15;0;0;1;1;0
2731;NULL;1;28.11.2019 9:23;1;2;1;0;161 495,80;161 495,80;0;92;105 469,13;1 146,40;14.09.2020 18:57;0;0;0;0;0
2732;NULL;1;28.11.2019 9:31;1;2;1;3 546,06;31 126,00;34 672,06;0;18;34 665,93;1 925,89;10.04.2021 12:07;0;0;0;1;0
2733;NULL;1;28.11.2019 9:36;1;2;1;5 148,51;182 826,00;187 974,51;0;69;76 123,25;1 103,24;06.06.2021 14:44;0;1;1;1;0
2734;NULL;1;28.11.2019 9:37;1;2;1;3 040,87;417 175,00;420 215,87;0;42;213 613,41;5 086,03;22.05.2021 21:51;0;0;1;1;0
2735;NULL;1;2019-11-28 09:40:11.003;1;2;1;30 679,99;636 020,00;666 699,99;0;69;294 389,77;4 266,52;07.06.2021 12:45;0;1;1;1;0
2736;1;1;28.11.2019 9:42;0;2;1;15 383,74;318 647,00;334 030,74;0;79;102 166,12;1 293,24;22.05.2021 8:23;0;0;1;1;0
2737;NULL;1;28.11.2019 9:44;1;2;1;92,12;86 211,00;86 303,12;0;22;187 106,56;8 504,84;10.05.2021 13:30;0;0;1;1;0
2738;NULL;1;28.11.2019 9:49;1;2;1;5 678,62;74 060,00;79 738,62;0;26;35 740,45;1 374,63;18.02.2021 14:22;0;0;0;1;0
2739;NULL;1;28.11.2019 9:51;1;2;1;3 692,98;217 681,00;221 373,98;0;79;167 436,50;2 119,45;29.05.2021 16:15;0;0;1;1;0
2740;NULL;1;2019-11-28 10:11:09.037;1;2;1;16 454,35;753 866,00;770 320,35;0;114;407 664,61;3 576,01;12.06.2021 12:46;0;1;1;1;0
2741;NULL;1;28.11.2019 10:14;1;2;1;56 686,78;1 014 030,00;1 070 716,78;0;48;395 474,88;8 239,06;12.06.2021 18:03;0;1;1;1;0
2742;NULL;1;28.11.2019 10:33;1;2;1;8 218,83;120 752,00;128 970,83;0;31;67 906,22;2 190,52;24.05.2021 18:11;0;0;1;1;0
2743;NULL;1;28.11.2019 10:42;0;2;1;13 439,02;519 793,00;533 232,02;0;167;367 650,10;2 201,50;12.06.2021 19:46;0;1;1;1;0
2744;NULL;1;28.11.2019 10:45;1;2;1;2 796,88;371 461,00;374 257,88;0;61;199 652,81;3 273,00;10.06.2021 17:36;0;1;1;1;0
2745;NULL;1;28.11.2019 10:45;0;2;1;60 327,27;446 740,00;507 067,27;0;333;318 812,45;957,39;14.06.2021 20:37;0;1;1;1;0
2746;NULL;1;28.11.2019 10:54;1;2;1;631,52;16 131,00;16 762,52;0;17;27 897,71;1 641,04;07.05.2021 16:37;0;0;1;1;0
2747;NULL;1;28.11.2019 11:03;1;2;1;1 178,76;615,65;1 794,41;0;7;3 170,03;452,86;05.03.2021 13:29;0;0;0;1;0
2748;NULL;1;28.11.2019 11:22;1;2;1;0;49 185,67;49 185,67;0;19;136 957,19;7 208,27;08.10.2020 14:05;0;0;0;0;0
2749;NULL;1;28.11.2019 11:29;1;2;1;555,3;48 545,00;49 100,30;0;168;144 805,59;861,94;03.06.2021 12:14;0;1;1;1;0
2750;NULL;1;28.11.2019 11:36;1;2;1;1 046,44;67 621,00;68 667,44;0;37;37 751,25;1 020,30;11.06.2021 17:08;0;1;1;1;0
2751;NULL;1;28.11.2019 11:39;1;2;1;0;3 704,57;3 704,57;0;2;3 704,57;1 852,29;27.11.2020 13:02;0;0;0;0;0
2752;NULL;1;28.11.2019 11:41;1;2;1;122,65;78 145,99;78 268,64;0;22;61 330,07;2 787,73;21.04.2021 11:49;0;0;0;1;0
2753;NULL;1;28.11.2019 11:50;1;2;1;1 403,04;35 514,00;36 917,04;0;12;12 065,85;1 005,49;13.02.2021 17:33;0;0;0;1;0
2754;NULL;1;28.11.2019 12:00;1;2;1;2 148,35;110 949,00;113 097,35;0;60;77 262,42;1 287,71;07.06.2021 18:00;0;1;1;1;0
2755;NULL;1;28.11.2019 12:11;1;2;1;799,62;63 348,62;64 148,24;0;60;44 975,64;749,59;02.05.2021 12:29;0;0;1;1;0
2756;NULL;1;28.11.2019 12:19;1;2;1;114,13;220 166,00;220 280,13;0;84;142 407,21;1 695,32;09.06.2021 12:22;0;1;1;1;0
2757;NULL;1;28.11.2019 12:21;1;2;1;2 674,77;269 036,00;271 710,77;0;105;161 836,20;1 541,30;13.06.2021 13:31;0;1;1;1;0
2758;NULL;1;28.11.2019 12:25;1;2;1;1 787,10;134 138,00;135 925,10;0;35;64 481,08;1 842,32;08.06.2021 11:30;0;1;1;1;0
2759;NULL;1;28.11.2019 12:27;1;2;1;185,24;146 457,00;146 642,24;0;157;112 870,67;718,92;09.06.2021 9:58;0;1;1;1;0
2760;NULL;1;2019-11-28 12:33:59.007;1;2;1;29 115,86;697 361,00;726 476,86;0;71;316 164,22;4 453,02;09.06.2021 17:27;0;1;1;1;0
2761;NULL;1;28.11.2019 12:59;1;2;1;131,09;99 149,00;99 280,09;0;75;301 252,18;4 016,70;09.06.2021 12:23;0;1;1;1;0
2762;NULL;1;2019-11-28 13:01:24.030;1;2;1;0;16 716,70;16 716,70;0;9;11 489,94;1 276,66;02.10.2020 13:20;0;0;0;0;0
2763;NULL;1;28.11.2019 13:02;1;2;1;0;16 848,60;16 848,60;0;15;10 097,52;673,17;01.06.2020 16:15;0;0;0;0;0
2764;NULL;1;28.11.2019 13:08;1;2;1;0;5 666,28;5 666,28;0;9;21 107,20;2 345,24;11.02.2021 13:43;0;0;0;1;0
2765;NULL;1;28.11.2019 13:14;1;2;1;3 879,67;892 050,00;895 929,67;0;199;558 400,61;2 806,03;14.06.2021 15:56;0;1;1;1;0
2766;NULL;1;28.11.2019 13:20;1;2;1;28 279,37;72 222,29;100 501,66;0;18;48 843,20;2 713,51;02.01.2021 14:13;0;0;0;1;0
2767;NULL;1;28.11.2019 13:29;1;2;1;3 606,07;79 516,00;83 122,07;0;41;64 058,79;1 562,41;22.05.2021 19:18;0;0;1;1;0
2768;NULL;1;28.11.2019 13:35;1;2;1;1 227,63;41 840,00;43 067,63;0;38;46 985,38;1 236,46;04.02.2021 14:03;0;0;0;1;0
2769;NULL;1;28.11.2019 13:39;1;2;1;44;24 861,00;24 905,00;0;66;67 607,51;1 024,36;03.05.2021 10:06;0;0;1;1;0
2770;NULL;1;28.11.2019 13:40;1;2;1;3 242,51;50 329,51;53 572,02;0;28;24 203,54;864,41;19.04.2021 10:39;0;0;0;1;0
2771;NULL;1;28.11.2019 13:45;1;2;1;929,04;225 561,00;226 490,04;0;160;142 462,97;890,39;14.06.2021 18:38;0;1;1;1;0
2772;NULL;1;28.11.2019 13:45;1;2;1;1 404,11;87 878,00;89 282,11;0;73;66 761,15;914,54;29.04.2021 20:55;0;0;0;1;0
2773;NULL;1;28.11.2019 13:49;1;2;1;2 593,25;17 618,87;20 212,12;0;13;21 215,52;1 631,96;31.05.2021 19:36;0;0;1;1;0
2774;NULL;1;28.11.2019 13:52;1;2;1;2 886,13;134 473,00;137 359,13;0;147;118 761,17;807,9;12.06.2021 15:08;0;1;1;1;0
2775;NULL;1;28.11.2019 13:58;1;2;1;5 936,16;251 859,00;257 795,16;0;43;119 633,71;2 782,18;02.06.2021 22:25;0;1;1;1;0
2776;NULL;1;28.11.2019 14:01;1;2;1;4 028,52;172 553,65;176 582,17;0;47;90 835,05;1 932,66;28.04.2021 13:43;0;0;0;1;0
2777;2;1;28.11.2019 14:07;1;2;1;13 033,64;265 837,00;278 870,64;0;40;128 218,52;3 205,46;21.05.2021 9:23;0;0;1;1;0
2778;NULL;1;28.11.2019 14:10;1;2;1;2 062,78;139 441,00;141 503,78;0;62;113 780,78;1 835,17;21.05.2021 14:02;0;0;1;1;0
2779;NULL;1;2019-11-28 14:13:21.043;1;2;1;13 849,11;137 227,00;151 076,11;0;24;106 961,60;4 456,73;30.05.2021 12:28;0;0;1;1;0
2780;NULL;1;2019-11-28 14:15:29.060;1;2;1;110,3;11 123,00;11 233,30;0;24;18 356,31;764,85;27.05.2021 11:52;0;0;1;1;0
2781;2;1;28.11.2019 14:20;1;2;1;2 023,16;12 335,00;14 358,16;0;22;45 010,22;2 045,92;26.02.2021 12:21;0;0;0;1;0
2782;NULL;1;28.11.2019 14:23;1;2;1;1 612,74;279 263,00;280 875,74;0;106;184 184,30;1 737,59;11.06.2021 18:23;0;1;1;1;0
2783;NULL;1;28.11.2019 14:38;1;2;1;1 555,68;9 033,00;10 588,68;0;6;10 641,76;1 773,63;26.03.2021 13:23;0;0;0;1;0
2784;NULL;1;28.11.2019 14:40;1;2;1;0;51 510,38;51 510,38;0;10;23 794,30;2 379,43;27.07.2020 17:32;0;0;0;0;0
2785;NULL;1;28.11.2019 14:48;1;2;1;0;55 254,58;55 254,58;0;15;32 913,87;2 194,26;08.06.2020 12:52;0;0;0;0;0
2786;NULL;1;28.11.2019 15:00;1;2;1;5 267,20;87 543,00;92 810,20;0;78;63 383,87;812,61;12.06.2021 14:17;0;1;1;1;0
2787;NULL;1;28.11.2019 15:16;1;2;1;12 274,55;37 466,00;49 740,55;0;93;47 391,34;509,58;30.05.2021 13:03;0;0;1;1;0
2788;NULL;1;28.11.2019 15:21;1;2;1;103,15;10 522,00;10 625,15;0;33;10 729,78;325,14;20.04.2021 12:42;0;0;0;1;0
2789;NULL;1;28.11.2019 15:23;1;2;1;0;608,74;608,74;0;3;958,44;319,48;11.11.2020 12:48;0;0;0;0;0
2790;NULL;1;2019-11-28 15:24:52.090;1;2;1;0;0;0;0;1;945,72;945,72;08.02.2021 15:46;0;0;0;1;0
2791;NULL;1;28.11.2019 15:29;1;2;1;0;1 387,25;1 387,25;0;9;7 605,18;845,02;29.06.2020 14:34;0;0;0;0;0
2792;NULL;1;28.11.2019 15:36;1;2;1;0;43 337,75;43 337,75;0;11;28 183,38;2 562,13;07.10.2020 8:34;0;0;0;0;0
2793;NULL;1;28.11.2019 15:42;1;2;1;13 729,86;688 176,00;701 905,86;0;53;388 707,52;7 334,10;07.06.2021 12:09;0;1;1;1;0
2794;NULL;1;28.11.2019 15:43;1;2;1;93,4;22 112,00;22 205,40;0;32;95 617,35;2 988,04;12.05.2021 13:56;0;0;1;1;0
2795;NULL;1;2019-11-28 15:50:46.040;1;2;1;2 646,88;557 774,00;560 420,88;0;146;292 731,38;2 005,01;11.06.2021 15:18;0;1;1;1;0
2796;NULL;1;28.11.2019 15:55;1;2;1;0;23 795,40;23 795,40;0;67;11 504,93;171,72;12.11.2020 12:34;0;0;0;0;0
2797;NULL;1;28.11.2019 16:00;1;2;1;2 935,32;38 227,00;41 162,32;0;75;62 770,59;836,94;08.06.2021 16:48;0;1;1;1;0
2798;NULL;1;28.11.2019 16:06;1;2;1;3 351,63;113 660,00;117 011,63;0;75;160 123,43;2 134,98;05.06.2021 13:04;0;1;1;1;0
2799;NULL;1;28.11.2019 16:08;1;2;1;7 844,63;102 742,52;110 587,15;0;23;27 428,31;1 192,54;07.04.2021 11:39;0;0;0;1;0
2800;1;1;28.11.2019 16:10;0;2;1;0;22 037,57;22 037,57;0;6;31 283,94;5 213,99;08.12.2020 12:53;0;0;0;0;0
2801;NULL;1;28.11.2019 16:10;1;2;1;14 823,84;132 700,59;147 524,43;0;15;37 438,19;2 495,88;11.06.2021 21:24;0;1;1;1;0
2802;NULL;1;28.11.2019 16:16;1;2;1;101,41;98 797,00;98 898,41;0;96;152 195,71;1 585,37;07.06.2021 12:54;0;1;1;1;0
2803;NULL;1;28.11.2019 16:27;1;2;1;1 613,72;229 643,00;231 256,72;0;209;220 468,59;1 054,87;13.06.2021 10:51;0;1;1;1;0
2804;NULL;1;28.11.2019 16:30;1;2;1;0;15 451,98;15 451,98;0;4;3 066,17;766,54;18.08.2020 19:55;0;0;0;0;0
2805;NULL;1;28.11.2019 16:51;1;2;1;15 201,91;996 870,00;1 012 071,91;0;146;562 231,00;3 850,90;09.06.2021 16:38;0;1;1;1;0
2806;NULL;1;28.11.2019 16:53;1;2;1;3 464,45;335 298,00;338 762,45;0;182;157 319,40;864,39;11.06.2021 19:54;0;1;1;1;0
2807;NULL;1;28.11.2019 17:06;1;2;1;14 900,56;402 001,00;416 901,56;0;106;600 757,02;5 667,52;12.06.2021 12:17;0;1;1;1;0
2808;NULL;1;28.11.2019 17:17;1;2;1;26 089,81;244 249,00;270 338,81;0;96;133 866,54;1 394,44;13.06.2021 17:45;0;1;1;1;0
2809;NULL;1;28.11.2019 17:40;1;2;1;4 854,96;154 353,00;159 207,96;0;129;90 879,70;704,49;11.06.2021 19:30;0;1;1;1;0
2810;NULL;1;28.11.2019 17:47;1;2;1;374,93;77 501,00;77 875,93;0;58;55 545,01;957,67;01.06.2021 22:42;0;1;1;1;0
2811;NULL;1;2019-11-28 18:07:44.033;1;2;1;397,8;28 953,00;29 350,80;0;55;33 625,75;611,38;10.06.2021 12:25;0;1;1;1;0
2812;NULL;1;28.11.2019 18:08;1;2;1;1 168,27;337 613,00;338 781,27;0;295;187 988,94;637,25;07.05.2021 18:11;0;0;1;1;0
2813;NULL;1;28.11.2019 18:09;0;2;1;2 601,21;144 180,00;146 781,21;0;275;123 828,00;450,28;14.06.2021 20:24;0;1;1;1;0
2814;NULL;1;28.11.2019 18:10;1;2;1;3 362,58;655 262,00;658 624,58;0;433;480 982,47;1 110,81;14.06.2021 17:12;0;1;1;1;0
2815;NULL;1;28.11.2019 18:13;1;2;1;744,85;44 220,00;44 964,85;0;71;26 741,09;376,64;12.06.2021 18:50;0;1;1;1;0
2816;NULL;1;28.11.2019 18:13;1;2;1;7 173,41;315 643,00;322 816,41;0;129;194 629,52;1 508,76;13.06.2021 18:26;0;1;1;1;0
2817;NULL;1;28.11.2019 18:25;1;2;1;102,9;236 897,00;236 999,90;0;66;139 039,37;2 106,66;10.06.2021 11:48;0;1;1;1;0
2818;NULL;1;28.11.2019 18:27;1;2;1;4 749,14;2 786,00;7 535,14;0;4;7 535,14;1 883,79;04.05.2021 19:17;0;0;1;1;0
2819;NULL;1;28.11.2019 18:30;1;2;1;593,37;334 353,00;334 946,37;0;158;202 977,48;1 284,67;14.06.2021 9:10;0;1;1;1;0
2820;NULL;1;28.11.2019 18:36;1;2;1;3 489,41;29 740,00;33 229,41;0;45;28 136,08;625,25;31.05.2021 17:32;0;0;1;1;0
2821;NULL;1;28.11.2019 18:37;1;2;1;17 291,72;265 659,00;282 950,72;0;94;213 024,56;2 266,22;14.06.2021 17:13;0;1;1;1;0
2822;NULL;1;28.11.2019 18:54;1;2;1;1 779,64;1 621 586,00;1 623 365,64;0;247;805 446,01;3 260,92;14.06.2021 14:59;0;1;1;1;0
2823;NULL;1;28.11.2019 18:56;1;2;1;1 059,22;27 844,00;28 903,22;0;6;11 816,94;1 969,49;24.02.2021 16:05;0;0;0;1;0
2824;NULL;1;28.11.2019 19:03;1;2;1;3 207,85;315 098,00;318 305,85;0;63;185 434,10;2 943,40;21.05.2021 12:54;0;0;1;1;0
2825;NULL;1;28.11.2019 19:08;1;2;1;877,31;60 344,00;61 221,31;0;79;39 810,62;503,93;09.02.2021 16:53;0;0;0;1;0
2826;NULL;1;28.11.2019 19:10;1;2;1;22 524,40;450 854,00;473 378,40;0;128;294 182,15;2 298,30;11.06.2021 19:58;0;1;1;1;0
2827;NULL;1;2019-11-28 19:10:56.083;1;2;1;3 832,85;47 829,64;51 662,49;0;5;19 703,27;3 940,65;28.05.2021 11:49;0;0;1;1;0
2828;NULL;1;28.11.2019 19:13;1;2;1;4 472,70;89 685,00;94 157,70;0;95;159 890,73;1 683,06;13.06.2021 16:41;0;1;1;1;0
2829;NULL;1;28.11.2019 19:16;1;2;1;179,41;75 384,00;75 563,41;0;89;104 276,58;1 171,65;14.06.2021 15:05;0;1;1;1;0
2830;NULL;1;28.11.2019 19:16;1;2;1;144,35;3 105,00;3 249,35;0;3;4 930,44;1 643,48;21.01.2021 13:12;0;0;0;1;0
2831;NULL;1;28.11.2019 19:17;0;2;1;60 581,89;373 959,00;434 540,89;0;116;252 812,90;2 179,42;09.06.2021 8:36;0;1;1;1;0
2832;NULL;1;28.11.2019 19:18;1;2;1;12 241,08;532 686,00;544 927,08;0;106;323 186,60;3 048,93;13.06.2021 15:10;0;1;1;1;0
2833;1;1;28.11.2019 19:21;1;2;1;2 247,45;1 516 518,00;1 518 765,45;0;108;668 287,25;6 187,84;14.06.2021 19:33;0;1;1;1;0
2834;NULL;1;28.11.2019 19:32;1;2;1;1 078,31;477 530,00;478 608,31;0;267;274 414,01;1 027,77;13.06.2021 19:29;0;1;1;1;0
2835;NULL;1;28.11.2019 19:35;1;2;1;16 318,04;428 060,00;444 378,04;0;136;287 049,65;2 110,66;07.06.2021 21:47;0;1;1;1;0
2836;NULL;1;28.11.2019 19:37;1;2;1;620,81;2 164,95;2 785,76;0;4;2 785,76;696,44;28.04.2021 19:31;0;0;0;1;0
2837;NULL;1;28.11.2019 19:41;1;2;1;1 751,27;16 294,97;18 046,24;0;9;9 477,25;1 053,03;26.01.2021 17:24;0;0;0;1;0
2838;NULL;1;28.11.2019 19:42;1;2;1;2 979,20;88 018,00;90 997,20;0;61;79 092,61;1 296,60;08.06.2021 21:52;0;1;1;1;0
2839;NULL;1;28.11.2019 20:03;1;2;1;26 813,48;2 244 979,00;2 271 792,48;0;324;1 235 527,43;3 813,36;10.06.2021 18:11;0;1;1;1;0
2840;NULL;1;2019-11-28 20:09:39.030;1;2;1;2 925,68;397 000,00;399 925,68;0;194;254 462,24;1 311,66;14.06.2021 15:18;0;1;1;1;0
2841;NULL;1;28.11.2019 20:18;1;2;1;2 291,88;99 130,00;101 421,88;0;141;46 576,92;330,33;19.02.2021 12:44;0;0;0;1;0
2842;1;1;28.11.2019 20:26;0;2;1;4 847,78;396 664,00;401 511,78;0;95;190 482,31;2 005,08;11.06.2021 16:13;0;1;1;1;0
2843;NULL;1;28.11.2019 20:27;1;2;1;0;7 217,70;7 217,70;0;26;28 940,03;1 113,08;24.09.2020 11:22;0;0;0;0;0
2844;NULL;1;28.11.2019 20:31;1;2;1;39 496,58;61 574,51;101 071,09;0;12;32 062,37;2 671,86;27.12.2020 10:58;0;0;0;0;0
2845;1;1;28.11.2019 20:32;0;2;1;3 425,56;89 995,00;93 420,56;0;22;57 437,34;2 610,79;28.05.2021 20:39;0;0;1;1;0
2846;2;1;28.11.2019 20:35;1;2;1;27 264,88;802 594,00;829 858,88;0;61;418 927,67;6 867,67;10.06.2021 20:50;0;1;1;1;0
